carat,cut,color,clarity,depth,table,price,x,y,z
1.5,Good,D,SI1,63.4,63,9718,7.19,7.23,4.57
0.33,Ideal,E,VVS1,61.6,56,1207,4.44,4.46,2.74
1.7,Very Good,H,VS2,61.8,59,12257,7.58,7.66,4.71
0.57,Very Good,E,SI2,61.2,57,1315,5.31,5.35,3.26
0.45,Fair,F,VS2,67,56,923,4.77,4.7,3.17
1.04,Premium,F,SI1,59.8,59,5284,6.61,6.56,3.94
1,Good,E,SI2,59.9,63,4184,6.45,6.5,3.88
0.36,Premium,I,SI1,60.4,60,624,4.62,4.58,2.78
0.73,Fair,G,SI2,64.7,60,2050,5.68,5.64,3.66
2,Very Good,J,SI2,59.8,60,11792,8.09,8.13,4.85
0.71,Very Good,E,VS1,62.1,60,3192,5.65,5.71,3.53
0.3,Good,G,VS2,63.1,56,526,4.25,4.28,2.69
0.25,Ideal,G,VS1,62.7,56,454,4.01,4.04,2.52
0.23,Very Good,F,VVS2,61.5,56,583,3.95,4,2.44
1.21,Ideal,D,VVS2,62.8,55,12657,6.77,6.84,4.26
0.38,Ideal,G,SI1,60.4,58,658,4.7,4.74,2.85
1.02,Very Good,D,SI1,63.3,60,5778,6.33,6.38,4.02
0.52,Ideal,I,SI1,61.8,56,1075,5.15,5.18,3.19
0.5,Ideal,F,VS2,62.7,56,1691,5.07,5.1,3.19
0.57,Ideal,F,VS2,62.3,55,1637,5.3,5.36,3.32
0.3,Premium,H,VS1,63,58,675,4.28,4.23,2.68
0.9,Very Good,J,VS1,62.3,56,3231,6.19,6.23,3.87
1.1,Good,G,SI2,60.5,61,4457,6.69,6.74,4.06
0.93,Premium,E,SI1,61.4,57,4229,6.34,6.23,3.86
1.5,Premium,E,SI2,59.5,55,10080,7.51,7.47,4.46
0.3,Very Good,G,VVS1,63.1,56,1013,4.28,4.25,2.69
1.2,Premium,H,VS1,61.3,58,6626,6.85,6.81,4.19
1.12,Premium,I,SI1,61.3,58,4077,6.69,6.68,4.1
1.06,Premium,F,VS2,61.2,57,5942,6.64,6.49,4.02
2.01,Ideal,I,SI2,62.9,56,13574,8.06,8.03,5.06
0.5,Ideal,E,VS1,62.5,57,1649,4.99,5.05,3.14
0.32,Ideal,F,VVS2,60.4,57,829,4.46,4.47,2.7
0.78,Very Good,F,SI1,62.4,58,3045,5.83,5.86,3.65
0.31,Ideal,F,VS2,62.1,57,802,4.36,4.34,2.7
1.03,Ideal,H,VS2,62.3,56,5364,6.46,6.44,4.02
0.75,Very Good,G,SI1,60.9,58,2545,5.84,5.88,3.57
0.5,Premium,E,VS2,60.1,61,1420,5.2,5.15,3.11
0.32,Premium,H,SI1,61.3,60,449,4.36,4.42,2.69
0.42,Very Good,E,SI1,60,61,743,4.85,4.88,2.92
1.01,Very Good,J,VS1,59.5,59,4588,6.54,6.6,3.91
0.7,Ideal,F,VS2,61.4,56,3064,5.72,5.75,3.52
0.9,Very Good,H,SI1,63,58,3643,6.13,6.18,3.88
0.56,Ideal,F,VVS2,61.9,56,2462,5.29,5.32,3.28
0.33,Ideal,H,VVS2,61.6,55,633,4.48,4.51,2.77
1.03,Very Good,D,SI1,62.6,58,5498,6.44,6.49,4.05
1.21,Ideal,G,VVS1,61.4,58,10483,6.85,6.89,4.22
1.21,Premium,J,SI1,62.2,57,5266,6.84,6.76,4.23
0.57,Ideal,E,VS2,61.6,56,1728,5.34,5.38,3.3
0.71,Ideal,D,VS2,60.4,57,3135,5.77,5.82,3.5
0.5,Good,F,SI1,63.1,61,1043,5.06,4.98,3.17
0.78,Ideal,G,VS2,62.6,57,3325,5.87,5.91,3.69
0.32,Ideal,D,VS2,62.1,53,671,4.42,4.44,2.75
0.3,Ideal,E,VVS1,61.8,56,895,4.3,4.31,2.66
0.68,Premium,G,VS2,61.6,59,2081,5.65,5.64,3.48
0.54,Ideal,G,VVS2,61.8,56,1985,5.23,5.25,3.24
0.3,Ideal,E,VS1,61.1,58,673,4.3,4.34,2.64
0.3,Ideal,F,VS1,61.9,55,673,4.28,4.3,2.66
0.38,Ideal,E,SI2,62.1,54.1,628,4.64,4.69,2.9
1.5,Premium,I,VS1,62.7,59,10080,7.3,7.25,4.56
1.01,Premium,D,VS1,61.1,56,6733,6.43,6.36,3.91
1.36,Premium,G,I1,62.1,57,4509,7.11,7.06,4.4
1.46,Premium,I,SI2,62.4,59,5519,7.21,7.16,4.49
1.09,Premium,H,VS1,60.2,59,5860,6.71,6.67,4.03
0.77,Ideal,G,VS2,62.1,56,3114,5.85,5.88,3.64
0.26,Very Good,G,VVS2,62.3,56,486,4.07,4.09,2.54
1.5,Ideal,D,SI2,63,56,10122,7.3,7.25,4.58
0.32,Ideal,D,SI1,62,57,589,4.37,4.4,2.72
1.93,Ideal,F,SI1,59.5,60,18306,8.1,8.13,4.83
0.31,Very Good,G,VS2,63,54,544,4.33,4.37,2.74
1.01,Premium,D,VVS2,60.2,58,10147,6.57,6.51,3.94
1.21,Ideal,H,VVS2,60.4,57,7954,6.9,6.93,4.18
0.38,Ideal,J,VVS2,61.4,56,629,4.68,4.7,2.88
0.9,Very Good,G,SI2,62.1,58,3303,6.08,6.13,3.79
0.75,Premium,H,SI2,62.3,57,2234,5.79,5.73,3.59
1,Good,G,VS2,63.7,57,5484,6.32,6.28,4.01
1.03,Very Good,I,SI2,63.5,58,5884,6.38,6.4,4.06
1.02,Ideal,H,VS2,61.2,56,5312,6.53,6.48,3.98
1.5,Good,J,SI1,64,56,5914,7.21,7.16,4.6
0.3,Very Good,E,SI2,61.7,61,421,4.29,4.33,2.66
1.22,Premium,I,VS2,59.3,59,6156,7.01,6.96,4.14
1.71,Premium,D,SI2,60.6,60,13325,7.76,7.69,4.68
0.71,Very Good,I,VS2,60.4,60,2185,5.72,5.8,3.48
1.11,Very Good,J,SI1,62,58,3901,6.57,6.62,4.09
0.5,Good,D,SI1,63.7,56,1436,5.05,5.09,3.23
0.34,Good,H,VS1,64,58,689,4.49,4.45,2.86
1.59,Ideal,G,VVS1,59.9,56,16599,7.57,7.64,4.55
0.3,Good,G,VS1,63.1,59,605,4.25,4.27,2.69
0.94,Good,D,SI2,57.9,61,3125,6.48,6.43,3.74
0.51,Premium,F,VS1,61.4,58,1744,5.15,5.18,3.17
0.35,Ideal,F,VS2,62.4,55,906,4.53,4.51,2.82
0.42,Good,H,SI1,63.6,57,653,4.74,4.79,3.03
0.34,Very Good,G,VS1,62.2,55,640,4.48,4.52,2.8
1.03,Ideal,F,VVS2,62.1,55,9131,6.47,6.5,4.03
2.01,Fair,H,SI2,61.2,66,13587,8.21,8.09,4.98
0.6,Fair,G,VVS2,57.9,67,2167,5.66,5.47,3.23
0.5,Premium,G,VVS1,61,60,1966,5.08,5.12,3.11
1.13,Premium,G,SI1,60.9,58,5600,6.75,6.72,4.1
0.38,Ideal,E,VS2,61.5,55,813,4.67,4.7,2.88
0.76,Ideal,E,SI1,61.8,57,3170,5.84,5.87,3.62
0.51,Ideal,H,SI1,61.3,57,1161,5.1,5.14,3.14
0.55,Ideal,H,VS2,62,55,1664,5.31,5.28,3.28
0.72,Fair,H,SI2,65.9,57,2203,5.6,5.54,3.67
0.7,Good,H,VS2,58.9,65,2187,5.69,5.76,3.37
0.38,Ideal,D,VS1,62.1,53.9,1092,4.65,4.67,2.9
0.32,Premium,G,VS1,62.1,58,828,4.39,4.37,2.72
0.71,Very Good,D,SI1,63.6,58,2764,5.64,5.68,3.6
0.4,Ideal,G,VS1,61.8,57,868,4.73,4.75,2.93
0.38,Premium,D,SI1,60.7,60,941,4.69,4.63,2.83
0.9,Good,E,SI2,64.1,57,3084,6.09,6.07,3.9
2.27,Ideal,I,SI2,60.5,55,12939,8.63,8.53,5.19
0.91,Premium,H,SI1,62.2,60,3669,6.22,6.16,3.85
1.32,Premium,F,VS2,60.9,59,10423,7.12,7.06,4.32
0.31,Very Good,E,VVS2,62.4,56,749,4.32,4.35,2.7
0.87,Premium,F,SI2,61.6,58,2999,6.14,6.1,3.77
1.29,Good,I,I1,64.2,54,3098,6.93,6.83,4.42
1.04,Ideal,G,VS2,60.5,57,6955,6.56,6.62,3.99
1.13,Very Good,I,SI2,59.9,57,4195,6.76,6.8,4.06
0.36,Premium,E,VS1,61.3,58,852,4.56,4.58,2.8
0.52,Premium,D,VS2,60.9,58,1619,5.22,5.16,3.16
0.6,Premium,G,VVS2,59.7,60,2105,5.55,5.5,3.3
1.55,Ideal,J,VS1,59.5,60,8959,7.53,7.56,4.49
0.54,Ideal,E,SI1,61.7,56,1571,5.27,5.24,3.24
1.07,Premium,I,VS2,60.7,58,4491,6.62,6.66,4.03
1.28,Ideal,H,I1,61.9,56,3355,6.95,6.91,4.29
0.3,Ideal,H,VVS1,62.3,55,665,4.3,4.33,2.69
1.01,Good,I,SI2,64.1,58,3349,6.26,6.31,4.03
0.49,Premium,G,VS2,61,59,1225,5.13,5.06,3.11
1,Good,J,SI2,57.8,61,3536,6.54,6.58,3.79
1,Good,E,SI1,60.4,61,4916,6.37,6.44,3.87
0.59,Very Good,E,SI2,60.5,58,1325,5.43,5.51,3.31
0.74,Ideal,H,VVS1,62.5,55,3287,5.76,5.79,3.61
0.58,Good,D,SI2,56.7,60,1563,5.59,5.53,3.15
0.74,Premium,D,SI2,61.8,59,2291,5.85,5.83,3.61
0.7,Good,J,VVS2,63.2,55,1922,5.63,5.57,3.54
1.39,Premium,G,VS2,62,56,8874,7.18,7.14,4.44
0.78,Very Good,G,VS1,61.5,55,3472,5.92,5.97,3.66
1.2,Ideal,G,VS1,62.4,57.1,8698,6.72,6.79,4.23
1.53,Premium,G,SI2,58.5,59,6788,7.52,7.49,4.39
0.3,Premium,G,SI2,62.5,59,394,4.27,4.31,2.68
0.3,Ideal,E,SI1,61.9,57,564,4.29,4.32,2.66
0.7,Very Good,G,SI2,63.3,57,1814,5.61,5.51,3.52
0.35,Ideal,D,SI1,61.6,57,827,4.55,4.54,2.8
0.57,Very Good,F,VVS2,60.7,58,2351,5.32,5.35,3.24
0.9,Ideal,F,SI1,62.5,56,4054,6.13,6.16,3.84
0.35,Ideal,E,VVS1,60.7,57,1044,4.53,4.57,2.76
0.51,Premium,G,VS1,62,52,1781,5.37,5.05,3.23
0.59,Premium,D,SI1,62.3,54,1912,5.41,5.38,3.36
0.43,Ideal,E,SI1,62.3,57,792,4.78,4.82,2.99
1.53,Premium,I,SI2,62.7,62,7389,7.41,7.23,4.59
0.3,Ideal,G,IF,60.7,57,863,4.34,4.39,2.65
0.53,Good,E,SI2,63.4,56,1141,5.16,5.18,3.28
0.39,Ideal,F,VVS1,62.3,55,1124,4.67,4.7,2.92
0.28,Ideal,H,VS2,61.9,55,467,4.2,4.23,2.61
0.5,Very Good,G,VVS1,63.7,58,2180,5.01,5.04,5.06
0.25,Very Good,F,VVS1,64.2,58,548,3.96,4.01,2.56
0.9,Fair,D,SI2,64.9,57,3473,6.03,5.98,3.9
0.59,Very Good,I,VS2,62.4,58.4,1392,5.3,5.36,3.32
2,Very Good,E,SI2,58.1,60,15840,8.25,8.32,4.81
0.51,Ideal,D,VS1,61.6,57,2066,5.16,5.13,3.17
1.6,Premium,D,SI2,61.9,58,10064,7.54,7.49,4.65
0.3,Fair,F,VS2,64.5,55,662,4.31,4.19,2.74
0.38,Premium,G,SI1,60,60,855,4.72,4.65,2.81
0.35,Ideal,J,VVS1,62.1,53,540,4.53,4.55,2.82
0.71,Very Good,G,SI2,61.3,58,2081,5.73,5.75,3.52
1.86,Very Good,H,SI1,62.6,58,14383,7.77,7.82,4.88
0.42,Very Good,I,VS1,62.1,57,777,4.78,4.8,2.98
0.52,Ideal,E,VS2,61.3,55,1767,5.22,5.19,3.19
0.53,Premium,D,VS2,60.4,58,1857,5.23,5.26,3.17
1.04,Premium,H,VVS1,60.4,58,5102,6.58,6.53,3.96
0.39,Premium,D,VVS2,62.9,58,1290,4.66,4.62,2.92
0.56,Very Good,E,SI2,63.5,57,1259,5.24,5.21,3.32
0.82,Ideal,D,SI1,62.2,55,4135,5.97,5.99,3.72
1.01,Fair,E,SI2,56.8,66,3991,6.63,6.58,3.75
0.9,Very Good,H,VVS1,62.3,59,4977,6.09,6.15,3.81
0.5,Ideal,I,SI1,62,55,982,5.09,5.14,3.17
0.56,Ideal,D,SI2,61,57,1399,5.3,5.34,3.24
0.42,Premium,D,SI2,62.1,59,700,4.78,4.82,2.98
1.01,Premium,F,SI1,62.2,58,4775,6.35,6.28,3.93
0.41,Ideal,E,VS2,62.1,56,935,4.74,4.76,2.95
1.02,Very Good,E,SI2,63.3,59,4478,6.42,6.32,4.03
0.54,Ideal,G,VS1,60.7,57,2274,5.29,5.26,3.2
1.64,Premium,G,VS2,62.4,58,14201,7.49,7.52,4.68
1.72,Premium,H,SI1,61.4,59,12880,7.64,7.71,4.71
0.76,Ideal,I,SI1,61.9,56,2358,5.85,5.88,3.63
0.36,Good,G,SI1,63.3,56,537,4.5,4.53,2.86
0.3,Very Good,D,SI2,61.2,60,447,4.28,4.31,2.63
0.28,Ideal,E,VS2,61.5,56,598,4.22,4.24,2.6
1,Fair,F,SI1,68.7,55,3387,6.06,5.88,4.11
0.71,Ideal,H,VS1,62.1,55,2209,5.68,5.72,3.54
1,Premium,F,SI1,62.6,60,5197,6.3,6.32,3.95
0.91,Ideal,J,VS1,60.7,57,3267,6.23,6.26,3.79
0.31,Ideal,G,IF,62,54,891,4.36,4.38,2.71
0.32,Ideal,G,SI1,60.9,57,612,4.46,4.44,2.71
0.9,Ideal,F,SI1,62.5,57,4523,6.13,6.15,3.84
1.21,Premium,F,VS2,61.6,58,8660,6.88,6.79,4.21
1.52,Ideal,H,VS2,60.7,56,11206,7.49,7.41,4.52
1.7,Ideal,D,SI2,60.7,56,8911,7.78,7.71,4.7
0.3,Very Good,G,IF,62.8,57,895,4.28,4.32,2.7
0.4,Premium,F,VS1,61.4,58,982,4.73,4.75,2.91
0.61,Ideal,G,SI1,62,54,1579,5.48,5.5,3.4
0.58,Very Good,G,VS2,63.2,58,1336,5.36,5.28,3.36
0.71,Ideal,H,SI2,62.7,55,2317,5.68,5.64,3.56
0.31,Premium,G,VVS1,62.2,59,1046,4.32,4.3,2.68
0.71,Good,I,VVS2,63.6,57,2450,5.69,5.66,3.61
2,Very Good,E,SI2,60.5,60,16064,8.03,8.08,4.87
0.34,Ideal,F,VS2,62.1,56,880,4.47,4.45,2.77
0.38,Very Good,F,SI2,61,61,600,4.61,4.67,2.83
0.35,Premium,H,VS1,62.6,58,788,4.52,4.49,2.82
1.22,Good,G,SI2,64,61,4181,6.75,6.68,4.3
1.01,Premium,I,VVS1,62,59,4989,6.39,6.32,3.94
1.83,Premium,E,SI2,62,57,12492,7.89,7.81,4.87
0.4,Good,D,SI2,64,56,775,4.7,4.64,2.99
0.6,Good,G,VS2,59.8,61.9,1793,5.45,5.5,3.27
0.3,Ideal,H,VVS2,61.1,55,605,4.32,4.36,2.65
0.34,Good,I,VVS2,63.1,56,596,4.43,4.47,2.81
0.7,Very Good,G,VS2,63.3,56,2464,5.59,5.66,3.56
1.44,Premium,I,SI1,62.9,59,7580,7.2,7.15,4.51
0.93,Premium,F,VS2,62.1,59,4961,6.24,6.28,3.89
0.61,Good,G,VS2,59.9,61,1668,5.48,5.6,3.32
0.23,Very Good,F,VS2,59.1,59,402,4.02,4.07,2.39
1.52,Premium,H,VS1,58.4,59,11853,7.55,7.52,4.4
0.31,Very Good,G,VVS2,62.9,58,707,4.28,4.3,2.7
2.03,Very Good,G,SI1,60.1,60,18630,8.09,8.18,4.89
0.41,Ideal,D,SI1,63,56,920,4.8,4.75,3.01
0.3,Ideal,F,VS1,61.5,55,587,4.33,4.35,2.67
0.7,Fair,E,SI1,57.2,66,2000,5.76,5.74,3.29
0.58,Ideal,H,SI1,60.9,57,1421,5.38,5.33,3.26
0.71,Premium,F,VVS1,60.9,58,3604,5.76,5.8,3.52
0.9,Premium,E,VS2,62.3,55,4062,6.18,6.14,3.84
0.74,Ideal,G,SI2,62.7,56,2423,5.75,5.8,3.62
0.45,Ideal,E,VVS2,61.9,56,1337,4.91,4.95,3.05
0.6,Premium,E,VS2,62.7,58,1819,5.34,5.37,3.36
1.09,Very Good,I,SI2,62.5,57,4584,6.56,6.58,4.11
0.5,Premium,D,SI1,61.2,60,1654,5.14,5.09,3.13
0.78,Very Good,G,VS2,61.3,60,3012,5.89,5.96,3.63
0.41,Premium,G,VS1,61.9,60,961,4.76,4.7,2.93
0.43,Ideal,I,IF,62,55,1129,4.85,4.83,3
0.41,Ideal,E,VS1,62.3,53,863,4.74,4.76,2.96
0.4,Very Good,E,VS2,62.2,58,912,4.67,4.72,2.92
0.9,Very Good,I,VS2,63.2,56,3570,6.15,6.09,3.87
0.39,Ideal,G,VS2,61.5,57,745,4.69,4.74,2.9
0.32,Premium,D,VS2,61.7,58,972,4.38,4.34,2.69
0.54,Ideal,G,IF,61.5,56,2177,5.28,5.25,3.24
0.37,Ideal,H,IF,61.8,55,936,4.65,4.67,2.88
0.63,Ideal,E,VS2,62.1,56,2156,5.54,5.51,3.43
0.97,Good,J,VS2,64.3,58,3129,6.25,6.22,4.01
0.3,Very Good,H,VVS2,62,59,581,4.27,4.34,2.67
1.01,Very Good,G,I1,62.4,59,3288,6.35,6.41,3.98
1.05,Premium,G,VVS2,59.5,61,8702,6.69,6.63,3.96
1.51,Very Good,G,SI2,60.5,54.6,8637,7.36,7.4,4.46
1.55,Premium,H,VS1,62.6,58,11562,7.4,7.34,4.61
1.63,Premium,F,SI1,59.7,62,12394,7.73,7.65,4.59
1.1,Premium,H,SI1,62,58,5267,6.68,6.6,4.12
0.6,Very Good,F,SI1,62.1,57.4,1715,5.39,5.45,3.35
0.31,Ideal,D,VS2,62.3,55,942,4.37,4.33,2.71
2.4,Ideal,J,SI1,62.7,57,16687,8.6,8.5,5.36
1.04,Ideal,G,VVS1,62.5,55,8268,6.54,6.45,4.06
1.56,Premium,F,SI2,63,58,6971,7.35,7.28,4.66
1.23,Ideal,I,SI2,62.1,56,5175,6.84,6.88,4.26
1.01,Ideal,E,SI2,62.2,55,4984,6.4,6.43,3.99
1.62,Ideal,F,SI1,62.5,55,12857,7.56,7.52,4.71
0.37,Good,H,VS2,63.7,55,749,4.56,4.54,2.9
0.35,Ideal,H,VVS1,62,55,756,4.52,4.54,2.81
0.32,Very Good,F,SI1,62.7,57,533,4.37,4.4,2.75
0.72,Premium,G,SI1,62.8,60,2352,5.78,5.68,3.6
1.51,Premium,E,SI1,58.3,59,12644,7.52,7.47,4.37
0.51,Ideal,E,SI2,62.7,53,1177,5.09,5.12,3.2
0.31,Premium,D,VS1,59.7,58,788,4.4,4.45,2.64
1.22,Premium,I,SI2,61.5,61,4735,6.89,6.83,4.22
1,Good,F,SI1,63.6,62,4504,6.24,6.3,3.99
0.78,Very Good,H,SI2,63.1,56,2348,5.84,5.88,3.7
0.9,Good,G,VS2,64.4,62,4135,5.97,6.02,3.86
0.6,Ideal,I,SI1,62.1,55,1390,5.39,5.42,3.35
0.71,Premium,J,VS2,60.1,61,1968,5.82,5.77,3.48
0.54,Premium,G,SI2,61.4,59,1195,5.24,5.21,3.21
0.28,Very Good,E,VS1,61.8,55,489,4.21,4.24,2.61
0.33,Premium,F,SI2,62.3,58,434,4.4,4.43,2.75
0.3,Premium,H,SI1,61.2,60,421,4.29,4.31,2.63
0.51,Ideal,E,SI1,62.4,55,1343,5.09,5.14,3.19
2.52,Fair,G,I1,66.9,57,10076,8.39,8.33,5.6
0.5,Very Good,F,SI2,62.4,56,1147,5.08,5.12,3.18
1.59,Ideal,I,SI2,60.5,55,8975,7.62,7.55,4.59
1.51,Very Good,G,VS2,58.7,63,12551,7.45,7.4,4.36
1.66,Premium,J,SI1,60.7,58,8487,7.72,7.63,4.66
1.24,Very Good,J,SI1,60,59,5231,6.99,7.04,4.21
2.01,Premium,G,SI2,59.9,62,17014,8.15,8.04,4.85
0.33,Very Good,H,VS2,62.8,59,521,4.38,4.44,2.77
0.41,Ideal,I,VS2,61.5,55,683,4.79,4.83,2.96
0.33,Premium,I,VS2,62.6,58,594,4.42,4.34,2.74
0.25,Very Good,D,VS1,62.1,60,410,4.03,4.05,2.51
0.3,Fair,G,VVS1,58.6,66,790,4.36,4.41,2.57
0.4,Ideal,H,VVS2,62.2,56,1125,4.75,4.7,2.94
0.41,Good,H,SI1,63.8,56,876,4.74,4.69,3.01
0.71,Ideal,F,VS2,61.8,55,3516,5.74,5.76,3.55
1.01,Very Good,F,VS2,62.9,56,5902,6.38,6.41,4.02
0.54,Ideal,E,VS2,60.5,56,1847,5.28,5.26,3.19
1.7,Fair,H,SI2,64.5,55,9682,7.58,7.52,4.87
0.32,Premium,J,IF,61.2,59,533,4.41,4.44,2.71
1.7,Good,I,SI2,63.6,59,7464,7.62,7.52,4.8
1.1,Ideal,D,VS2,61.7,56,10350,6.63,6.67,4.1
0.5,Very Good,D,VS1,59.8,58,1893,5.12,5.14,3.07
0.91,Ideal,G,SI2,62.3,56,3664,6.18,6.22,3.86
0.3,Ideal,H,VS1,62.9,56,675,4.27,4.22,2.67
0.59,Very Good,E,VS2,61.7,60,1857,5.36,5.4,3.32
1.35,Premium,J,SI1,62.1,54,4082,7.15,7.09,4.42
0.41,Ideal,E,VVS1,61.5,56,1444,4.81,4.82,2.96
0.41,Ideal,E,VS1,61.5,56,1076,4.79,4.77,2.94
2.06,Premium,I,SI2,61.8,58,14803,8.22,8.11,5.05
0.34,Premium,E,VS2,61.9,58,745,4.43,4.45,2.75
1.08,Premium,H,SI1,62.6,58,5171,6.56,6.53,4.1
0.72,Premium,F,SI1,62,60,2385,5.77,5.74,3.57
0.41,Very Good,H,VVS2,62,56,873,4.77,4.81,2.97
0.38,Ideal,E,VS1,62.1,56,1000,4.62,4.65,2.88
0.31,Ideal,E,VS2,61.5,55,872,4.41,4.37,2.7
0.91,Very Good,F,SI2,60.6,56,4081,6.27,6.3,3.81
2,Very Good,H,SI1,60.1,61,15840,8.1,8.13,4.88
0.9,Very Good,E,SI2,62.4,57,3662,6.13,6.17,3.84
0.79,Premium,H,SI2,61.6,58,1998,5.98,5.94,3.67
1,Premium,H,SI1,58.3,60,4816,6.5,6.44,3.77
2.12,Ideal,I,SI2,61,57,15647,8.28,8.31,5.06
0.34,Ideal,E,VS1,61.2,57,805,4.45,4.5,2.74
0.38,Premium,E,VS2,62.2,59,1112,4.67,4.63,2.89
1.04,Ideal,G,VS2,61.4,57,6290,6.53,6.5,4
0.52,Ideal,G,VS2,60.8,57,1595,5.19,5.21,3.16
0.75,Ideal,H,SI1,61.9,55,3011,5.82,5.85,3.61
0.5,Very Good,D,VS1,62.3,57,1847,5.04,5.07,3.15
0.86,Ideal,E,SI1,62.3,54,3456,6.13,6.07,3.8
0.73,Ideal,J,VVS2,61.2,56,2482,5.81,5.85,3.57
0.51,Ideal,D,SI1,61.6,56,1569,5.1,5.12,3.15
0.9,Good,E,SI1,57.9,60,4190,6.3,6.34,3.66
1.01,Very Good,D,SI1,61.6,59,5815,6.42,6.47,3.97
1.14,Premium,D,SI2,59.2,61,5047,6.84,6.82,4.04
2.04,Premium,H,SI1,58.1,60,18795,8.37,8.28,4.84
1.4,Premium,F,VS1,58.8,61,12401,7.35,7.32,4.31
0.31,Very Good,E,VS2,61,59,680,4.33,4.39,2.66
